author,content,lxical richness,segement length,sentence length,Nounword,Verbword,Adjectiveword,determinerword,numeral,adverb,To_word,preposition,comma,fullStop,pronun,WH_pronun,questionMark
AaronPressman,299375newsML.txt,0.544520548,162,90,0.352739726,0.154109589,0.061643836,0.109589041,0.006849315,0.023972603,0.037671233,0.095890411,0.044520548,0.037671233,0,0,0
AaronPressman,312178newsML.txt,0.47752809,168.7647059,124.7391304,0.29588015,0.166666667,0.073033708,0.125468165,0.014981273,0.02247191,0.039325843,0.093632959,0.054307116,0.039325843,0,0,0
AaronPressman,324896newsML.txt,0.481717011,183.35,141.0384615,0.337042925,0.155802862,0.066772655,0.084260731,0.023847377,0.038155803,0.028616852,0.108108108,0.046104928,0.036565978,0,0,0
AaronPressman,325347newsML.txt,0.474763407,173.8571429,121.7,0.34384858,0.152996845,0.06466877,0.085173502,0.023659306,0.034700315,0.028391167,0.110410095,0.052050473,0.03785489,0,0,0
AaronPressman,330967newsML.txt,0.519134775,197.5555556,114.7096774,0.309484193,0.149750416,0.08985025,0.109816972,0.013311148,0.039933444,0.011647255,0.09484193,0.048252912,0.043261231,0,0,0
AaronPressman,331411newsML.txt,0.533783784,154.9411765,105.36,0.351351351,0.13963964,0.078828829,0.108108108,0.013513514,0.024774775,0.024774775,0.092342342,0.042792793,0.042792793,0,0,0
AaronPressman,347226newsML.txt,0.576112412,178.7857143,119.1904762,0.304449649,0.149882904,0.081967213,0.112412178,0.011709602,0.044496487,0.023419204,0.110070258,0.046838407,0.035128806,0,0,0
AaronPressman,354135newsML.txt,0.495974235,204.6111111,111.6060606,0.309178744,0.15942029,0.07568438,0.103059581,0.001610306,0.037037037,0.025764895,0.090177134,0.049919485,0.037037037,0,0,0
AaronPressman,354285newsML.txt,0.492537313,170.2380952,115.3225806,0.306799337,0.152570481,0.07628524,0.102819237,0.00331675,0.04145937,0.023217247,0.099502488,0.044776119,0.036484245,0,0,0
AaronPressman,357147newsML.txt,0.524752475,194.8333333,106.2727273,0.326732673,0.140264026,0.072607261,0.110561056,0.014851485,0.02310231,0.018151815,0.113861386,0.069306931,0.041254125,0,0,0
AaronPressman,366020newsML.txt,0.499072356,170.4210526,115.6428571,0.358070501,0.12987013,0.083487941,0.085343228,0.009276438,0.025974026,0.022263451,0.111317254,0.046382189,0.040816327,0,0,0
AaronPressman,369570newsML.txt,0.534668721,183.7619048,120.59375,0.331278891,0.146379045,0.089368259,0.095531587,0.00770416,0.032357473,0.020030817,0.095531587,0.061633282,0.041602465,0,0,0
AaronPressman,371380newsML.txt,0.530956848,170.7058824,93.61290323,0.300187617,0.155722326,0.060037523,0.091932458,0.00750469,0.03564728,0.028142589,0.108818011,0.061913696,0.045028143,0,0,0
AaronPressman,372744newsML.txt,0.518867925,146.6470588,113.3181818,0.351415094,0.143867925,0.051886792,0.110849057,0.009433962,0.04009434,0.021226415,0.094339623,0.054245283,0.04009434,0,0,0
AaronPressman,372989newsML.txt,0.527050611,176,99,0.308900524,0.151832461,0.059336824,0.090750436,0.010471204,0.033158813,0.02617801,0.109947644,0.062827225,0.045375218,0,0,0
AaronPressman,372995newsML.txt,0.530956848,171.2941176,97.06666667,0.300187617,0.155722326,0.060037523,0.091932458,0.00750469,0.03564728,0.028142589,0.108818011,0.061913696,0.045028143,0,0,0
AaronPressman,378457newsML.txt,0.503703704,170.6428571,119.45,0.320987654,0.195061728,0.079012346,0.098765432,0.002469136,0.032098765,0.032098765,0.091358025,0.039506173,0.041975309,0,0,0
AaronPressman,394237newsML.txt,0.461263409,215.2727273,121.4358974,0.278903456,0.166865316,0.079856973,0.098927294,0.007151371,0.036948749,0.032181168,0.10965435,0.058402861,0.036948749,0,0,0
AaronPressman,398094newsML.txt,0.511839709,172.5555556,135.0434783,0.346083789,0.149362477,0.06557377,0.098360656,0.023679417,0.025500911,0.025500911,0.107468124,0.041894353,0.04007286,0,0,0
AaronPressman,401260newsML.txt,0.434262948,215.75,119.8611111,0.326693227,0.12749004,0.083665339,0.115537849,0.015936255,0.03187251,0.015936255,0.107569721,0.055776892,0.039840637,0,0,0
AaronPressman,407599newsML.txt,0.511754069,194.2941176,97.14705882,0.345388788,0.128390597,0.086799277,0.108499096,0.003616637,0.028933092,0.028933092,0.097649186,0.039783002,0.036166365,0,0,0
AlanCrosby,101797newsML.txt,0.552631579,167.1428571,140.4,0.386996904,0.114551084,0.075851393,0.072755418,0.023219814,0.024767802,0.013931889,0.080495356,0.072755418,0.03250774,0,0,0
AlanCrosby,10306newsML.txt,0.505988024,117.7708333,54.35576923,0.334331337,0.119760479,0.080838323,0.084830339,0.083832335,0.026946108,0.00998004,0.103792415,0.041916168,0.036926148,0,0,0
AlanCrosby,104277newsML.txt,0.605200946,174.3076923,174.3076923,0.330969267,0.113475177,0.092198582,0.082742317,0.026004728,0.026004728,0.01891253,0.070921986,0.085106383,0.028368794,0,0,0
AlanCrosby,104278newsML.txt,0.565384615,185.4666667,173.875,0.325,0.121153846,0.084615385,0.082692308,0.026923077,0.028846154,0.023076923,0.075,0.075,0.028846154,0,0,0
AlanCrosby,10650newsML.txt,0.505905512,119.2708333,55.04807692,0.333661417,0.117125984,0.078740157,0.086614173,0.082677165,0.028543307,0.010826772,0.107283465,0.042322835,0.036417323,0,0,0
AlanCrosby,109906newsML.txt,0.569014085,140.7692308,122,0.256338028,0.138028169,0.104225352,0.121126761,0.042253521,0.03943662,0.030985915,0.107042254,0.053521127,0.033802817,0,0,0
AlanCrosby,110434newsML.txt,0.520722635,112.7291667,54.11,0.332624867,0.106269926,0.08501594,0.07120085,0.096705632,0.026567481,0.017003188,0.104144527,0.04250797,0.037194474,0,0,0
AlanCrosby,113639newsML.txt,0.612318841,127.7272727,108.0769231,0.264492754,0.166666667,0.09057971,0.083333333,0.028985507,0.050724638,0.028985507,0.09057971,0.028985507,0.043478261,0,0,0
AlanCrosby,116293newsML.txt,0.606508876,180.2,180.2,0.298816568,0.133136095,0.085798817,0.079881657,0.059171598,0.059171598,0.017751479,0.109467456,0.050295858,0.026627219,0,0,0
AlanCrosby,119516newsML.txt,0.576086957,190,126.6666667,0.279891304,0.130434783,0.105978261,0.076086957,0.032608696,0.043478261,0.027173913,0.116847826,0.0625,0.029891304,0,0,0
AlanCrosby,122806newsML.txt,0.586956522,146.9230769,112.3529412,0.258152174,0.163043478,0.070652174,0.073369565,0.04076087,0.051630435,0.024456522,0.116847826,0.035326087,0.043478261,0,0,0
AlanCrosby,122816newsML.txt,0.593272171,148.3333333,111.25,0.330275229,0.125382263,0.082568807,0.076452599,0.048929664,0.024464832,0.027522936,0.122324159,0.027522936,0.04587156,0,0,0
AlanCrosby,123025newsML.txt,0.523690773,172.8333333,103.7,0.29925187,0.127182045,0.074812968,0.082294264,0.027431421,0.042394015,0.032418953,0.124688279,0.034912718,0.039900249,0,0,0
AlanCrosby,125627newsML.txt,0.54969574,148.8823529,126.55,0.288032454,0.135902637,0.079107505,0.101419878,0.040567951,0.050709939,0.020283976,0.111561866,0.038539554,0.038539554,0,0,0
AlanCrosby,126217newsML.txt,0.532066508,164.6153846,164.6153846,0.26128266,0.133016627,0.071258907,0.114014252,0.033254157,0.052256532,0.021377672,0.135391924,0.054631829,0.028503563,0,0,0
AlanCrosby,128393newsML.txt,0.538011696,174.6,130.95,0.286549708,0.134502924,0.081871345,0.101364522,0.037037037,0.046783626,0.021442495,0.1208577,0.038986355,0.037037037,0,0,0
AlanCrosby,128405newsML.txt,0.508571429,162.5,130,0.245714286,0.163809524,0.074285714,0.091428571,0.032380952,0.062857143,0.019047619,0.100952381,0.043809524,0.036190476,0,0,0
AlanCrosby,128844newsML.txt,0.543543544,182.7777778,149.5454545,0.267267267,0.15015015,0.072072072,0.093093093,0.042042042,0.045045045,0.024024024,0.114114114,0.051051051,0.03003003,0,0,0
AlanCrosby,133183newsML.txt,0.603498542,156.9166667,110.7647059,0.285714286,0.137026239,0.078717201,0.10787172,0.058309038,0.023323615,0.020408163,0.116618076,0.072886297,0.034985423,0,0,0
AlanCrosby,134960newsML.txt,0.603550296,168,108.7058824,0.286982249,0.136094675,0.079881657,0.109467456,0.056213018,0.023668639,0.020710059,0.118343195,0.071005917,0.035502959,0,0,0
AlanCrosby,135777newsML.txt,0.559782609,134.2,111.8333333,0.29076087,0.135869565,0.065217391,0.114130435,0.065217391,0.035326087,0.019021739,0.122282609,0.038043478,0.035326087,0,0,0
AlanCrosby,136471newsML.txt,0.5625,134,108.875,0.2875,0.1375,0.0625,0.11875,0.071875,0.021875,0.021875,0.121875,0.040625,0.034375,0,0,0
AlanCrosby,139110newsML.txt,0.562025316,154.7142857,80.22222222,0.260759494,0.159493671,0.058227848,0.103797468,0.060759494,0.04556962,0.017721519,0.124050633,0.053164557,0.035443038,0,0,0
AlanCrosby,140051newsML.txt,0.575342466,154.6153846,77.30769231,0.271232877,0.153424658,0.049315068,0.106849315,0.065753425,0.046575342,0.019178082,0.117808219,0.060273973,0.035616438,0,0,0
AlanCrosby,142624newsML.txt,0.562620424,169.1764706,151.3684211,0.298651252,0.134874759,0.078998073,0.105973025,0.02504817,0.052023121,0.026974952,0.117533719,0.050096339,0.032755299,0,0,0
AlanCrosby,143222newsML.txt,0.557539683,173.875,146.4210526,0.299603175,0.134920635,0.077380952,0.109126984,0.023809524,0.049603175,0.023809524,0.123015873,0.047619048,0.033730159,0,0,0
AlanCrosby,156046newsML.txt,0.52284264,154.7142857,98.45454545,0.291878173,0.129441624,0.081218274,0.098984772,0.078680203,0.030456853,0.012690355,0.139593909,0.035532995,0.035532995,0,0,0
AlanCrosby,156330newsML.txt,0.518918919,140.5714286,70.28571429,0.286486486,0.124324324,0.07027027,0.097297297,0.086486486,0.037837838,0.010810811,0.132432432,0.035135135,0.051351351,0,0,0
AlanCrosby,185955newsML.txt,0.49789916,156.3529412,110.75,0.321428571,0.132352941,0.071428571,0.111344538,0.035714286,0.027310924,0.033613445,0.098739496,0.054621849,0.035714286,0,0,0
AlanCrosby,188747newsML.txt,0.504360465,181.5238095,136.1428571,0.277616279,0.155523256,0.10755814,0.082848837,0.026162791,0.056686047,0.015988372,0.101744186,0.047965116,0.036337209,0,0,0
AlanCrosby,194349newsML.txt,0.546511628,150.8461538,93.38095238,0.325581395,0.119186047,0.098837209,0.104651163,0.061046512,0.01744186,0.01744186,0.110465116,0.052325581,0.037790698,0,0,0
AlanCrosby,194437newsML.txt,0.547752809,153.8461538,90.90909091,0.31741573,0.115168539,0.101123596,0.101123596,0.06741573,0.016853933,0.016853933,0.106741573,0.050561798,0.036516854,0,0,0
AlanCrosby,194611newsML.txt,0.47382199,186,124,0.265706806,0.142670157,0.082460733,0.104712042,0.02617801,0.037958115,0.018324607,0.117801047,0.044502618,0.037958115,0,0,0
AlanCrosby,194667newsML.txt,0.533880903,179.2,128,0.297741273,0.131416838,0.092402464,0.114989733,0.026694045,0.022587269,0.020533881,0.123203285,0.047227926,0.032854209,0,0,0
AlanCrosby,196144newsML.txt,0.506283662,162.8888889,91.625,0.290843806,0.127468582,0.080789946,0.122082585,0.030520646,0.034111311,0.008976661,0.138240575,0.039497307,0.035906643,0,0,0
AlanCrosby,199535newsML.txt,0.520787746,182.7857143,142.1666667,0.27571116,0.150984683,0.080962801,0.13785558,0.015317287,0.043763676,0.021881838,0.126914661,0.030634573,0.026258206,0,0,0
AlanCrosby,205959newsML.txt,0.507092199,184.5,123,0.271276596,0.117021277,0.104609929,0.115248227,0.033687943,0.042553191,0.007092199,0.115248227,0.058510638,0.035460993,0,0,0
AlanCrosby,206307newsML.txt,0.496428571,183.8125,117.64,0.271428571,0.119642857,0.103571429,0.116071429,0.026785714,0.042857143,0.008928571,0.119642857,0.057142857,0.0375,0,0,0
AlanCrosby,20910newsML.txt,0.554848967,186.6111111,176.7894737,0.311605723,0.144674086,0.055643879,0.109697933,0.015898251,0.041335453,0.022257552,0.13672496,0.036565978,0.028616852,0,0,0
AlanCrosby,212203newsML.txt,0.511857708,162.2352941,153.2222222,0.294466403,0.128458498,0.077075099,0.112648221,0.037549407,0.035573123,0.017786561,0.128458498,0.041501976,0.031620553,0,0,0
AlanCrosby,212274newsML.txt,0.477797513,173.0555556,163.9473684,0.305506217,0.110124334,0.103019538,0.126110124,0.026642984,0.028419183,0.014209591,0.119005329,0.056838366,0.031971581,0,0,0
AlanCrosby,212834newsML.txt,0.543624161,176.7857143,165,0.266219239,0.136465324,0.102908277,0.125279642,0.013422819,0.062639821,0.008948546,0.118568233,0.042505593,0.031319911,0,0,0
AlanCrosby,21296newsML.txt,0.544871795,165.1875,94.39285714,0.303418803,0.11965812,0.081196581,0.087606838,0.072649573,0.036324786,0.02991453,0.123931624,0.042735043,0.034188034,0,0,0
AlanCrosby,213609newsML.txt,0.547325103,177.0666667,139.7894737,0.288065844,0.144032922,0.0781893,0.119341564,0.018518519,0.049382716,0.018518519,0.117283951,0.041152263,0.028806584,0,0,0
AlanCrosby,213833newsML.txt,0.54697286,186,137.0526316,0.286012526,0.144050104,0.077244259,0.121085595,0.016701461,0.050104384,0.020876827,0.121085595,0.039665971,0.029227557,0,0,0
AlanCrosby,213896newsML.txt,0.546583851,187.7142857,138.3157895,0.285714286,0.144927536,0.078674948,0.120082816,0.016563147,0.049689441,0.020703934,0.120082816,0.039337474,0.028985507,0,0,0
AlanCrosby,216602newsML.txt,0.512922465,160.5294118,90.96666667,0.290258449,0.131212724,0.079522863,0.10139165,0.053677932,0.029821074,0.011928429,0.131212724,0.057654076,0.035785288,0,0,0
AlanCrosby,217025newsML.txt,0.506849315,162,88.83870968,0.287671233,0.125244618,0.078277886,0.105675147,0.062622309,0.029354207,0.009784736,0.129158513,0.050880626,0.035225049,0,0,0
AlanCrosby,224640newsML.txt,0.519693654,48.70754717,54.92553191,0.314004376,0.120350109,0.074398249,0.092997812,0.078774617,0.026258206,0.019693654,0.107221007,0.039387309,0.032822757,0,0,0
AlanCrosby,225900newsML.txt,0.530726257,111.4888889,52.81052632,0.309497207,0.119553073,0.077094972,0.093854749,0.080446927,0.029050279,0.020111732,0.105027933,0.037988827,0.033519553,0,0,0
AlexanderSmith,107525newsML.txt,0.501886792,198.2666667,95.93548387,0.324528302,0.141509434,0.071698113,0.101886792,0.024528302,0.037735849,0.020754717,0.088679245,0.035849057,0.039622642,0,0,0
AlexanderSmith,109096newsML.txt,0.484848485,174.4117647,95.64516129,0.340909091,0.143939394,0.070075758,0.102272727,0.022727273,0.034090909,0.024621212,0.087121212,0.035984848,0.039772727,0,0,0
AlexanderSmith,110282newsML.txt,0.5428051,177.7777778,160,0.307832423,0.16575592,0.080145719,0.072859745,0.023679417,0.025500911,0.021857923,0.112932605,0.034608379,0.029143898,0,0,0
AlexanderSmith,134290newsML.txt,0.485064011,171.0869565,87.44444444,0.341394026,0.13371266,0.056899004,0.079658606,0.049786629,0.024182077,0.017069701,0.099573257,0.048364154,0.034139403,0,0,0
AlexanderSmith,134584newsML.txt,0.473913043,194.1428571,100.6666667,0.32826087,0.12826087,0.086956522,0.084782609,0.026086957,0.023913043,0.023913043,0.095652174,0.063043478,0.032608696,0,0,0
AlexanderSmith,134595newsML.txt,0.498141264,192.3125,99.25806452,0.347583643,0.13197026,0.063197026,0.104089219,0.039033457,0.016728625,0.020446097,0.100371747,0.048327138,0.033457249,0,0,0
AlexanderSmith,134983newsML.txt,0.461329715,176.375,111.3947368,0.318860244,0.143826323,0.08412483,0.097693351,0.029850746,0.018995929,0.023066486,0.097693351,0.042062415,0.036635007,0,0,0
AlexanderSmith,135627newsML.txt,0.47702407,193.2857143,108.24,0.328227571,0.129102845,0.087527352,0.083150985,0.026258206,0.024070022,0.024070022,0.094091904,0.06345733,0.032822757,0,0,0
AlexanderSmith,141391newsML.txt,0.466767372,170.3809524,137.6153846,0.259818731,0.170694864,0.078549849,0.089123867,0.03021148,0.028700906,0.034743202,0.098187311,0.031722054,0.036253776,0,0,0
AlexanderSmith,141943newsML.txt,0.466034755,172.75,143.9583333,0.255924171,0.173775671,0.06793049,0.099526066,0.023696682,0.028436019,0.030015798,0.112164297,0.028436019,0.036334913,0,0,0
AlexanderSmith,144367newsML.txt,0.45470852,190.1212121,120.6538462,0.294170404,0.156053812,0.10044843,0.101345291,0.01793722,0.039461883,0.01793722,0.119282511,0.034977578,0.0367713,0,0,0
AlexanderSmith,16167newsML.txt,0.487571702,177.25,81.02857143,0.282982792,0.162523901,0.080305927,0.108986616,0.028680688,0.028680688,0.022944551,0.114722753,0.030592734,0.034416826,0,0,0
AlexanderSmith,162656newsML.txt,0.452892562,165.9,92.16666667,0.292561983,0.155371901,0.066115702,0.107438017,0.033057851,0.026446281,0.016528926,0.099173554,0.047933884,0.044628099,0,0,0
AlexanderSmith,162657newsML.txt,0.459039548,182.6666667,98.35897436,0.266949153,0.161016949,0.06920904,0.104519774,0.028248588,0.038135593,0.016949153,0.11440678,0.042372881,0.043785311,0,0,0
AlexanderSmith,164269newsML.txt,0.473794549,163.875,97.11111111,0.272536688,0.15932914,0.06918239,0.111111111,0.039832285,0.020964361,0.020964361,0.100628931,0.037735849,0.046121593,0,0,0
AlexanderSmith,164287newsML.txt,0.439873418,180.9473684,88.15384615,0.259493671,0.151898734,0.063291139,0.107594937,0.036392405,0.030063291,0.017405063,0.110759494,0.047468354,0.047468354,0,0,0
AlexanderSmith,164558newsML.txt,0.480138169,172.1111111,134.6956522,0.279792746,0.164075993,0.065630397,0.088082902,0.027633851,0.034542314,0.031088083,0.105354059,0.044905009,0.034542314,0,0,0
AlexanderSmith,165875newsML.txt,0.437819421,155.05,114.8518519,0.247018739,0.163543441,0.073253833,0.100511073,0.04088586,0.035775128,0.022146508,0.131175468,0.03407155,0.039182283,0,0,0
AlexanderSmith,172146newsML.txt,0.52173913,172.8,144,0.265886288,0.148829431,0.090301003,0.098662207,0.005016722,0.053511706,0.033444816,0.117056856,0.04180602,0.040133779,0,0,0
AlexanderSmith,179671newsML.txt,0.44984326,176.45,117.6333333,0.271159875,0.159874608,0.079937304,0.103448276,0.028213166,0.034482759,0.034482759,0.105015674,0.034482759,0.036050157,0,0,0
AlexanderSmith,18111newsML.txt,0.487179487,177.25,62.19298246,0.330128205,0.145833333,0.068910256,0.091346154,0.019230769,0.028846154,0.033653846,0.120192308,0.028846154,0.040064103,0,0,0
AlexanderSmith,18227newsML.txt,0.482866044,180,60,0.323987539,0.143302181,0.065420561,0.090342679,0.024922118,0.026479751,0.031152648,0.12305296,0.040498442,0.037383178,0,0,0
AlexanderSmith,184789newsML.txt,0.489871087,163.3333333,91.875,0.285451197,0.145488029,0.069981584,0.097605893,0.044198895,0.031307551,0.025782689,0.128913444,0.038674033,0.038674033,0,0,0
AlexanderSmith,185613newsML.txt,0.464122137,170,93.94736842,0.285496183,0.175572519,0.058015267,0.083969466,0.035114504,0.038167939,0.027480916,0.108396947,0.035114504,0.042748092,0,0,0
AlexanderSmith,188417newsML.txt,0.441896024,202.6111111,125.7586207,0.287461774,0.149847095,0.059633028,0.094801223,0.029051988,0.029051988,0.029051988,0.111620795,0.033639144,0.033639144,0,0,0
AlexanderSmith,21127newsML.txt,0.477848101,221.5625,141.8,0.319620253,0.162974684,0.049050633,0.10443038,0.026898734,0.025316456,0.017405063,0.101265823,0.036392405,0.03164557,0,0,0
AlexanderSmith,219512newsML.txt,0.5,198.6315789,125.8,0.285498489,0.16163142,0.095166163,0.087613293,0.034743202,0.036253776,0.016616314,0.108761329,0.036253776,0.03776435,0,0,0
AlexanderSmith,219521newsML.txt,0.495961228,200.0555556,120.0333333,0.313408724,0.148626817,0.093699515,0.085621971,0.037156704,0.027463651,0.016155089,0.117932149,0.027463651,0.035541195,0,0,0
AlexanderSmith,220666newsML.txt,0.49924357,198.6315789,125.8,0.285930408,0.160363086,0.096822995,0.08774584,0.034795764,0.034795764,0.016641452,0.10892587,0.036308623,0.037821483,0,0,0
AlexanderSmith,223283newsML.txt,0.463554464,188.0588235,110.2413793,0.264537265,0.14987715,0.085995086,0.085176085,0.029484029,0.043407043,0.022932023,0.104013104,0.045864046,0.044226044,0,0,0
AlexanderSmith,223300newsML.txt,0.48,169.75,113.1666667,0.288,0.13,0.084,0.104,0.044,0.028,0.016,0.136,0.04,0.034,0,0,0
AlexanderSmith,223793newsML.txt,0.458801498,180.375,106.8888889,0.286516854,0.144194757,0.06928839,0.117977528,0.028089888,0.031835206,0.011235955,0.132958801,0.04494382,0.035580524,0,0,0
AlexanderSmith,224655newsML.txt,0.429577465,192.3,124.0645161,0.312676056,0.156338028,0.056338028,0.095774648,0.01971831,0.028169014,0.018309859,0.135211268,0.038028169,0.035211268,0,0,0
AlexanderSmith,225590newsML.txt,0.487294469,201.1666667,129.3214286,0.31838565,0.14200299,0.070254111,0.10612855,0.029895366,0.022421525,0.023916293,0.110612855,0.035874439,0.035874439,0,0,0
AlexanderSmith,236412newsML.txt,0.516411379,162.5333333,110.8181818,0.27571116,0.15536105,0.072210066,0.089715536,0.043763676,0.037199125,0.015317287,0.10940919,0.035010941,0.035010941,0,0,0
AlexanderSmith,237953newsML.txt,0.45146379,185.1666667,87.71052632,0.254237288,0.154083205,0.061633282,0.103235747,0.047765794,0.040061633,0.029275809,0.117103236,0.026194145,0.038520801,0,0,0
AlexanderSmith,238090newsML.txt,0.425952045,175.3809524,92.075,0.244005642,0.167842031,0.057827927,0.101551481,0.033850494,0.04090268,0.031029619,0.117066291,0.032440056,0.038081805,0,0,0
AlexanderSmith,23876newsML.txt,0.52,192.9090909,121.2571429,0.263225806,0.158709677,0.08516129,0.098064516,0.015483871,0.055483871,0.014193548,0.112258065,0.04,0.037419355,0,0,0
AlexanderSmith,239202newsML.txt,0.463099631,161.8888889,121.4166667,0.322878229,0.156826568,0.046125461,0.112546125,0.029520295,0.014760148,0.035055351,0.119926199,0.036900369,0.040590406,0,0,0
